ensembl_gene_id	gene_biotype	gene	percentage_gene_gc_content	total_counts	n_cells_by_counts
ENSG00000092148	protein_coding	HECTD1	39.35	236	185
ENSG00000092199	protein_coding	HNRNPC	39.78	489	338
ENSG00000092421	protein_coding	SEMA6A	40.58	330	214
ENSG00000092445	protein_coding	TYRO3	53.18	146	101
ENSG00000092841	protein_coding	MYL6	51.56	1285	535
ENSG00000092964	protein_coding	DPYSL2	44.97	429	289
ENSG00000093010	protein_coding	COMT	53.41	343	272
ENSG00000094916	protein_coding	CBX5	42.96	627	367
ENSG00000095059	protein_coding	DHPS	54.72	219	171
ENSG00000095209	protein_coding	TMEM38B	37.53	34	13
ENSG00000095380	protein_coding	NANS	46.23	53	45
ENSG00000095713	protein_coding	CRTAC1	48.15	251	197
ENSG00000095739	protein_coding	BAMBI	46.04	76	41
ENSG00000095787	protein_coding	WAC	37.79	227	178
ENSG00000095970	protein_coding	TREM2	54.22	250	73
ENSG00000096080	protein_coding	MRPS18A	49.03	771	436
ENSG00000096092	protein_coding	TMEM14A	41.72	310	244
ENSG00000096384	protein_coding	HSP90AB1	49.1	3540	785
ENSG00000096401	protein_coding	CDC5L	38.46	115	94
ENSG00000097021	protein_coding	ACOT7	54	665	394
ENSG00000097033	protein_coding	SH3GLB1	36.11	301	227
ENSG00000099204	protein_coding	ABLIM1	42.03	281	212
ENSG00000099246	protein_coding	RAB18	36.66	448	325
ENSG00000099282	protein_coding	TSPAN15	51.45	174	71
ENSG00000099330	protein_coding	OCEL1	58.66	174	150
ENSG00000099341	protein_coding	PSMD8	53.6	316	248
ENSG00000099365	protein_coding	STX1B	55.21	527	341
ENSG00000099622	protein_coding	CIRBP	62.55	895	464
ENSG00000099624	protein_coding	ATP5F1D	62.95	1665	619
ENSG00000099783	protein_coding	HNRNPM	46.68	253	197
ENSG00000099785	protein_coding	MARCH2	51.12	547	368
ENSG00000099795	protein_coding	NDUFB7	57.47	1294	575
ENSG00000099797	protein_coding	TECR	53.54	2048	669
ENSG00000099800	protein_coding	TIMM13	63.97	1376	588
ENSG00000099814	protein_coding	CEP170B	64.32	407	277
ENSG00000099817	protein_coding	POLR2E	61.47	346	255
ENSG00000099822	protein_coding	HCN2	63.15	304	175
ENSG00000099840	protein_coding	IZUMO4	66.13	208	177
ENSG00000099864	protein_coding	PALM	59.66	96	87
ENSG00000099901	protein_coding	RANBP1	57.68	950	492
ENSG00000099960	protein_coding	SLC7A4	62.43	75	68
ENSG00000100023	protein_coding	PPIL2	54.06	242	194
ENSG00000100028	protein_coding	SNRPD3	45.46	435	294
ENSG00000100030	protein_coding	MAPK1	43.8	573	374
ENSG00000100084	protein_coding	HIRA	46.11	74	56
ENSG00000100092	protein_coding	SH3BP1	57.36	1802	594
ENSG00000100095	protein_coding	SEZ6L	44.57	121	80
ENSG00000100097	protein_coding	LGALS1	56.68	424	96
ENSG00000100100	protein_coding	PIK3IP1	51.26	152	120
ENSG00000100104	protein_coding	SRRD	45.15	45	40
ENSG00000100139	protein_coding	MICALL1	55.92	134	97
ENSG00000100142	protein_coding	POLR2F	53.44	560	377
ENSG00000100151	protein_coding	PICK1	54.9	197	152
ENSG00000100167	protein_coding	SEPTIN3	52.28	746	417
ENSG00000100201	protein_coding	DDX17	43.03	378	281
ENSG00000100211	protein_coding	CBY1	47.17	363	273
ENSG00000100216	protein_coding	TOMM22	48.69	608	371
ENSG00000100219	protein_coding	XBP1	44.93	409	303
ENSG00000100220	protein_coding	RTCB	41.29	344	270
ENSG00000100234	protein_coding	TIMP3	47.18	210	134
ENSG00000100241	protein_coding	SBF1	60.68	208	151
ENSG00000100246	protein_coding	DNAL4	51.3	191	165
ENSG00000100280	protein_coding	AP1B1	49.33	254	184
ENSG00000100285	protein_coding	NEFH	52.84	61	34
ENSG00000100316	protein_coding	RPL3	53.41	9252	854
ENSG00000100319	protein_coding	ZMAT5	52.77	296	235
ENSG00000100321	protein_coding	SYNGR1	55.76	1105	525
ENSG00000100347	protein_coding	SAMM50	47.17	170	140
ENSG00000100348	protein_coding	TXN2	51.29	1008	520
ENSG00000100354	protein_coding	TNRC6B	42.15	434	303
ENSG00000100362	protein_coding	PVALB	51.49	101	52
ENSG00000100364	protein_coding	KIAA0930	54.22	157	112
ENSG00000100380	protein_coding	ST13	38.21	505	336
ENSG00000100401	protein_coding	RANGAP1	53.26	413	277
ENSG00000100410	protein_coding	PHF5A	46.22	328	246
ENSG00000100412	protein_coding	ACO2	50.27	602	387
ENSG00000100413	protein_coding	POLR3H	55.14	188	152
ENSG00000100417	protein_coding	PMM1	54.81	662	416
ENSG00000100418	protein_coding	DESI1	46.9	618	261
ENSG00000100442	protein_coding	FKBP3	40.63	1790	555
ENSG00000100445	protein_coding	SDR39U1	53.54	254	194
ENSG00000100462	protein_coding	PRMT5	47.51	283	227
ENSG00000100478	protein_coding	AP4S1	41.95	340	250
ENSG00000100505	protein_coding	TRIM9	40.47	284	231
ENSG00000100519	protein_coding	PSMC6	37.88	225	182
ENSG00000100528	protein_coding	CNIH1	38.2	295	243
ENSG00000100554	protein_coding	ATP6V1D	38.54	1047	489
ENSG00000100567	protein_coding	PSMA3	40.28	794	461
ENSG00000100568	protein_coding	VTI1B	42.96	933	449
ENSG00000100575	protein_coding	TIMM9	40.88	292	223
ENSG00000100591	protein_coding	AHSA1	46.04	446	322
ENSG00000100592	protein_coding	DAAM1	39.75	243	189
ENSG00000100600	protein_coding	LGMN	47.28	888	245
ENSG00000100603	protein_coding	SNW1	41.12	232	190
ENSG00000100614	protein_coding	PPM1A	36.08	223	171
ENSG00000100632	protein_coding	ERH	40.2	431	293
ENSG00000100664	protein_coding	EIF5	44.94	1262	552
ENSG00000100764	protein_coding	PSMC1	44.78	721	431
ENSG00000100804	protein_coding	PSMB5	46.64	533	353
ENSG00000100813	protein_coding	ACIN1	45.36	256	218
ENSG00000100823	protein_coding	APEX1	47.06	223	181
ENSG00000100836	protein_coding	PABPN1	50.48	457	310
ENSG00000100852	protein_coding	ARHGAP5	36.95	324	245
ENSG00000100865	protein_coding	CINP	46.49	214	154
ENSG00000100888	protein_coding	CHD8	42.52	265	213
ENSG00000100902	protein_coding	PSMA6	42.27	324	218
ENSG00000100908	protein_coding	EMC9	53.51	279	211
ENSG00000100911	protein_coding	PSME2	52.29	165	144
ENSG00000100934	protein_coding	SEC23A	38.8	226	166
ENSG00000100941	protein_coding	PNN	40.64	290	244
ENSG00000100982	protein_coding	PCIF1	53.8	355	274
ENSG00000100991	protein_coding	TRPC4AP	42.92	249	204
ENSG00000100994	protein_coding	PYGB	52.16	114	80
ENSG00000100997	protein_coding	ABHD12	47.38	711	453
ENSG00000101040	protein_coding	ZMYND8	46.13	479	323
ENSG00000101079	protein_coding	NDRG3	44.5	867	502
ENSG00000101098	protein_coding	RIMS4	49.54	244	195
ENSG00000101132	protein_coding	PFDN4	41.63	427	293
ENSG00000101152	protein_coding	DNAJC5	51.41	985	498
ENSG00000101160	protein_coding	CTSZ	56.78	322	167
ENSG00000101180	protein_coding	HRH3	66.1	366	235
ENSG00000101182	protein_coding	PSMA7	52.27	1465	618
ENSG00000101210	protein_coding	EEF1A2	63.24	576	324
ENSG00000101220	protein_coding	C20orf27	56.32	270	191
ENSG00000101246	protein_coding	ARFRP1	62.43	224	182
ENSG00000101247	protein_coding	NDUFAF5	39.86	244	199
ENSG00000101265	protein_coding	RASSF2	49.01	231	169
ENSG00000101266	protein_coding	CSNK2A1	41.35	309	233
ENSG00000101290	protein_coding	CDS2	44.8	699	401
ENSG00000101294	protein_coding	HM13	49.85	192	167
ENSG00000101298	protein_coding	SNPH	50.5	245	173
ENSG00000101327	protein_coding	PDYN	48.91	48	7
ENSG00000101333	protein_coding	PLCB4	39.14	196	158
ENSG00000101337	protein_coding	TM9SF4	47.43	229	185
ENSG00000101349	protein_coding	PAK5	39.34	257	199
ENSG00000101361	protein_coding	NOP56	52.9	235	188
ENSG00000101363	protein_coding	MANBAL	47.37	548	381
ENSG00000101365	protein_coding	IDH3B	51.38	562	366
ENSG00000101367	protein_coding	MAPRE1	44.38	497	344
ENSG00000101421	protein_coding	CHMP4B	46.39	493	314
ENSG00000101438	protein_coding	SLC32A1	60.73	1622	574
ENSG00000101439	protein_coding	CST3	51.65	14855	742
ENSG00000101445	protein_coding	PPP1R16B	47.52	256	187
ENSG00000101460	protein_coding	MAP1LC3A	52.56	3038	707
ENSG00000101463	protein_coding	SYNDIG1	46.09	66	27
ENSG00000101489	protein_coding	CELF4	52.36	2651	624
ENSG00000101558	protein_coding	VAPA	37.13	743	449
ENSG00000101608	protein_coding	MYL12A	38.81	1114	497
ENSG00000101654	protein_coding	RNMT	39.02	175	138
ENSG00000101665	protein_coding	SMAD7	52.56	144	102
ENSG00000101745	protein_coding	ANKRD12	37.33	1188	560
ENSG00000101843	protein_coding	PSMD10	37.71	193	160
ENSG00000101849	protein_coding	TBL1X	45.26	238	198
ENSG00000101856	protein_coding	PGRMC1	42.58	902	457
ENSG00000102003	protein_coding	SYP	52.69	2519	626
ENSG00000102109	protein_coding	PCSK1N	55.39	9722	777
ENSG00000102125	protein_coding	TAZ	56.1	223	186
ENSG00000102144	protein_coding	PGK1	39.63	168	128
ENSG00000102181	protein_coding	CD99L2	43.02	232	185
ENSG00000102189	protein_coding	EEA1	36.99	196	163
ENSG00000102225	protein_coding	CDK16	54.42	413	304
ENSG00000102226	protein_coding	USP11	48.33	213	166
ENSG00000102309	protein_coding	PIN4	44.57	315	232
ENSG00000102316	protein_coding	MAGED2	52.36	119	88
ENSG00000102390	protein_coding	PBDC1	42.16	147	87
ENSG00000102409	protein_coding	BEX4	51.94	398	265
ENSG00000102452	protein_coding	NALCN	37.99	193	165
ENSG00000102471	protein_coding	NDFIP2	35.47	546	350
ENSG00000102678	protein_coding	FGF9	42.92	502	313
ENSG00000102781	protein_coding	KATNAL1	38.43	213	166
ENSG00000102804	protein_coding	TSC22D1	38.08	4174	678
ENSG00000102858	protein_coding	MGRN1	55.34	322	245
ENSG00000102882	protein_coding	MAPK3	56.36	688	420
ENSG00000102931	protein_coding	ARL2BP	44.84	564	358
ENSG00000102934	protein_coding	PLLP	51.12	517	126
ENSG00000102977	protein_coding	ACD	62.02	149	125
ENSG00000102978	protein_coding	POLR2C	47.97	549	341
ENSG00000102981	protein_coding	PARD6A	63.23	310	246
ENSG00000103018	protein_coding	CYB5B	39.78	223	189
ENSG00000103034	protein_coding	NDRG4	53.85	3013	641
ENSG00000103035	protein_coding	PSMD7	43.43	511	363
ENSG00000103056	protein_coding	SMPD3	51.02	215	144
ENSG00000103089	protein_coding	FA2H	50.89	477	111
ENSG00000103121	protein_coding	CMC2	40.64	205	152
ENSG00000103145	protein_coding	HCFC1R1	63.71	1040	497
ENSG00000103154	protein_coding	NECAB2	52.91	244	177
ENSG00000103187	protein_coding	COTL1	50.24	207	166
ENSG00000103253	protein_coding	HAGHL	65.72	584	366
ENSG00000103254	protein_coding	ANTKMT	72.09	702	426
ENSG00000103264	protein_coding	FBXO31	51.99	257	203
ENSG00000103266	protein_coding	STUB1	64.94	1231	553
ENSG00000103353	protein_coding	UBFD1	47.04	154	125
ENSG00000103429	protein_coding	BFAR	46.01	231	185
ENSG00000103495	protein_coding	MAZ	66.53	215	172
ENSG00000103496	protein_coding	STX4	55.52	344	268
ENSG00000103502	protein_coding	CDIPT	56.33	392	281
ENSG00000103540	protein_coding	CCP110	37.85	170	122
ENSG00000103550	protein_coding	KNOP1	51.83	209	173
ENSG00000103647	protein_coding	CORO2B	49.34	256	193
ENSG00000103657	protein_coding	HERC1	38.81	398	290
ENSG00000103723	protein_coding	AP3B2	48.96	251	186
ENSG00000103769	protein_coding	RAB11A	40.1	363	271
ENSG00000103811	protein_coding	CTSH	52.42	108	48
ENSG00000103942	protein_coding	HOMER2	45.38	391	253
ENSG00000103994	protein_coding	ZNF106	41.36	337	259
ENSG00000104093	protein_coding	DMXL2	36.95	269	218
ENSG00000104112	protein_coding	SCG3	40.04	346	253
ENSG00000104219	protein_coding	ZDHHC2	38	158	131
ENSG00000104221	protein_coding	BRF2	49.8	18	16
ENSG00000104228	protein_coding	TRIM35	45.62	302	254
ENSG00000104267	protein_coding	CA2	38.44	1416	195
ENSG00000104327	protein_coding	CALB1	36.25	370	113
ENSG00000104331	protein_coding	IMPAD1	38.23	446	290
ENSG00000104332	protein_coding	SFRP1	48.61	116	76
ENSG00000104341	protein_coding	LAPTM4B	44	391	258
ENSG00000104343	protein_coding	UBE2W	39.29	325	233
ENSG00000104381	protein_coding	GDAP1	38	390	281
ENSG00000104388	protein_coding	RAB2A	39.15	876	476
ENSG00000104408	protein_coding	EIF3E	37.25	519	327
ENSG00000104412	protein_coding	EMC2	34.69	169	148
ENSG00000104419	protein_coding	NDRG1	50.32	274	111
ENSG00000104427	protein_coding	ZC2HC1A	34.77	151	133
ENSG00000104435	protein_coding	STMN2	38.21	2152	546
ENSG00000104442	protein_coding	ARMC1	42.61	355	266
ENSG00000104472	protein_coding	CHRAC1	47.59	322	236
ENSG00000104490	protein_coding	NCALD	40.58	2415	607
ENSG00000104497	protein_coding	SNX16	35.17	164	136
ENSG00000104660	protein_coding	LEPROTL1	42.61	226	186
ENSG00000104671	protein_coding	DCTN6	41.55	337	243
ENSG00000104695	protein_coding	PPP2CB	41.95	272	222
ENSG00000104723	protein_coding	TUSC3	36.98	201	161
ENSG00000104833	protein_coding	TUBB4A	56.05	1833	537
ENSG00000104852	protein_coding	SNRNP70	53.38	412	292
ENSG00000104853	protein_coding	CLPTM1	52.83	346	261
ENSG00000104863	protein_coding	LIN7B	58.86	336	247
ENSG00000104866	protein_coding	PPP1R37	55.56	196	167
ENSG00000104885	protein_coding	DOT1L	59.52	110	97
ENSG00000104886	protein_coding	PLEKHJ1	61.63	647	430
ENSG00000104904	protein_coding	OAZ1	64.06	4811	815
ENSG00000104946	protein_coding	TBC1D17	57.5	229	165
ENSG00000104960	protein_coding	PTOV1	61.87	495	350
ENSG00000104967	protein_coding	NOVA2	51.11	229	187
ENSG00000104969	protein_coding	SGTA	57.76	399	299
ENSG00000104979	protein_coding	C19orf53	55.77	1725	642
ENSG00000104983	protein_coding	CCDC61	52.56	93	63
ENSG00000105048	protein_coding	TNNT1	55.48	387	219
ENSG00000105058	protein_coding	FAM32A	52.93	927	492
ENSG00000105127	protein_coding	AKAP8	53.24	75	41
ENSG00000105193	protein_coding	RPS16	50.73	3320	752
ENSG00000105223	protein_coding	PLD3	52.33	528	335
ENSG00000105254	protein_coding	TBCB	55.29	608	404
ENSG00000105258	protein_coding	POLR2I	60.73	342	255
ENSG00000105270	protein_coding	CLIP3	52.71	1195	510
ENSG00000105290	protein_coding	APLP1	57.02	3233	708
ENSG00000105364	protein_coding	MRPL4	56.11	226	177
ENSG00000105372	protein_coding	RPS19	53.32	5409	826
ENSG00000105379	protein_coding	ETFB	51.5	228	188
ENSG00000105393	protein_coding	BABAM1	52.47	264	217
ENSG00000105401	protein_coding	CDC37	54.04	345	253
ENSG00000105402	protein_coding	NAPA	55.43	689	409
ENSG00000105404	protein_coding	RABAC1	61.23	1328	583
ENSG00000105409	protein_coding	ATP1A3	56.13	1557	559
ENSG00000105419	protein_coding	MEIS3	56.51	212	169
ENSG00000105426	protein_coding	PTPRS	52.47	429	294
ENSG00000105429	protein_coding	MEGF8	54.75	256	199
ENSG00000105438	protein_coding	KDELR1	53.36	345	255
ENSG00000105443	protein_coding	CYTH2	58.18	256	204
ENSG00000105516	protein_coding	DBP	58.35	387	251
ENSG00000105520	protein_coding	PLPPR2	57.31	235	192
ENSG00000105568	protein_coding	PPP2R1A	48.36	831	462
ENSG00000105583	protein_coding	WDR83OS	57.41	338	262
ENSG00000105605	protein_coding	CACNG7	51.16	322	244
ENSG00000105618	protein_coding	PRPF31	57.08	344	249
ENSG00000105619	protein_coding	TFPT	54.83	193	164
ENSG00000105640	protein_coding	RPL18A	58.25	2230	715
ENSG00000105641	protein_coding	SLC5A5	52.66	116	73
ENSG00000105649	protein_coding	RAB3A	55.06	3637	715
ENSG00000105669	protein_coding	COPE	57.05	553	355
ENSG00000105677	protein_coding	TMEM147	58.54	737	427
ENSG00000105695	protein_coding	MAG	54.41	1009	122
ENSG00000105698	protein_coding	USF2	57.37	328	267
ENSG00000105700	protein_coding	KXD1	53.42	290	226
ENSG00000105701	protein_coding	FKBP8	56.64	853	469
ENSG00000105711	protein_coding	SCN1B	56.28	1383	536
ENSG00000105723	protein_coding	GSK3A	53.28	292	228
ENSG00000105737	protein_coding	GRIK5	51.51	262	205
ENSG00000105767	protein_coding	CADM4	53.31	679	425
ENSG00000105829	protein_coding	BET1	35.67	211	166
ENSG00000105880	protein_coding	DLX5	55.68	189	159
ENSG00000105894	protein_coding	PTN	38.23	1075	216
ENSG00000105926	protein_coding	MPP6	35.88	152	127
ENSG00000105953	protein_coding	OGDH	46.23	365	256
ENSG00000105963	protein_coding	ADAP1	60.61	270	218
ENSG00000105968	protein_coding	H2AFV	41.41	505	371
ENSG00000105983	protein_coding	LMBR1	39.05	170	133
ENSG00000105993	protein_coding	DNAJB6	48.15	483	321
ENSG00000106049	protein_coding	HIBADH	36.85	181	140
ENSG00000106052	protein_coding	TAX1BP1	36.81	389	275
ENSG00000106077	protein_coding	ABHD11	59.95	255	194
ENSG00000106105	protein_coding	GARS	38.6	147	102
ENSG00000106244	protein_coding	PDAP1	53.84	818	428
ENSG00000106261	protein_coding	ZKSCAN1	44.83	136	89
ENSG00000106290	protein_coding	TAF6	53.95	117	104
ENSG00000106330	protein_coding	MOSPD3	57.23	136	104
ENSG00000106351	protein_coding	AGFG2	49.83	101	79
ENSG00000106355	protein_coding	LSM5	39.74	148	122
ENSG00000106367	protein_coding	AP1S1	54.71	792	424
ENSG00000106400	protein_coding	ZNHIT1	53.97	601	361
ENSG00000106443	protein_coding	PHF14	34.85	238	207
ENSG00000106460	protein_coding	TMEM106B	34.58	264	192
ENSG00000106537	protein_coding	TSPAN13	39.01	360	251
ENSG00000106565	protein_coding	TMEM176B	51.68	137	88
ENSG00000106588	protein_coding	PSMA2	38.27	612	383
ENSG00000106591	protein_coding	MRPL32	40.68	255	212
ENSG00000106615	protein_coding	RHEB	42	1407	558
ENSG00000106682	protein_coding	EIF4H	45.4	854	496
ENSG00000106688	protein_coding	SLC1A1	42.11	236	194
ENSG00000106692	protein_coding	FKTN	37.44	192	150
ENSG00000106723	protein_coding	SPIN1	41.25	185	147
ENSG00000106772	protein_coding	PRUNE2	41.04	118	80
ENSG00000106803	protein_coding	SEC61B	42.24	744	436
ENSG00000106852	protein_coding	LHX6	54.23	168	106
ENSG00000106976	protein_coding	DNM1	54.26	1347	534
ENSG00000106992	protein_coding	AK1	60.13	439	301
ENSG00000106993	protein_coding	CDC37L1	36.8	262	204
ENSG00000107105	protein_coding	ELAVL2	38.63	717	373
ENSG00000107130	protein_coding	NCS1	54.78	243	181
ENSG00000107140	protein_coding	TESK1	59.33	90	62
ENSG00000107186	protein_coding	MPDZ	35.81	213	157
ENSG00000107223	protein_coding	EDF1	57.83	1786	643
ENSG00000107242	protein_coding	PIP5K1B	40.24	289	219
ENSG00000107262	protein_coding	BAG1	46.54	1438	527
ENSG00000107281	protein_coding	NPDC1	65.82	906	491
ENSG00000107295	protein_coding	SH3GL2	38.98	248	200
ENSG00000107317	protein_coding	PTGDS	66.35	1398	122
ENSG00000107331	protein_coding	ABCA2	66.66	532	308
ENSG00000107341	protein_coding	UBE2R2	42.25	312	230
ENSG00000107362	protein_coding	ABHD17B	37.98	228	165
ENSG00000107372	protein_coding	ZFAND5	39.89	424	293
ENSG00000107537	protein_coding	PHYH	46.07	79	62
ENSG00000107560	protein_coding	RAB11FIP2	35.75	391	280
ENSG00000107581	protein_coding	EIF3A	41.68	333	247
ENSG00000107643	protein_coding	MAPK8	37.34	394	273
ENSG00000107669	protein_coding	ATE1	39.1	325	248
ENSG00000107679	protein_coding	PLEKHA1	37.12	275	181
ENSG00000107731	protein_coding	UNC5B	54.37	126	76
ENSG00000107742	protein_coding	SPOCK2	55.97	1151	469
ENSG00000107758	protein_coding	PPP3CB	38.91	407	280
ENSG00000107771	protein_coding	CCSER2	37.56	255	211
ENSG00000107789	protein_coding	MINPP1	38.05	244	201
ENSG00000107819	protein_coding	SFXN3	54.03	262	206
ENSG00000107864	protein_coding	CPEB3	40.86	171	140
ENSG00000107872	protein_coding	FBXL15	61.93	258	184
ENSG00000107874	protein_coding	CUEDC2	52.83	610	385
ENSG00000107890	protein_coding	ANKRD26	38.15	28	23
ENSG00000107929	protein_coding	LARP4B	42.7	451	305
ENSG00000107949	protein_coding	BCCIP	42.86	414	302
ENSG00000108010	protein_coding	GLRX3	42.15	515	332
ENSG00000108061	protein_coding	SHOC2	35.08	153	121
ENSG00000108107	protein_coding	RPL28	52.88	1911	646
ENSG00000108176	protein_coding	DNAJC12	39.64	153	111
ENSG00000108231	protein_coding	LGI1	41.13	435	299
ENSG00000108298	protein_coding	RPL19	49.66	3637	753
ENSG00000108309	protein_coding	RUNDC3A	59.03	817	470
ENSG00000108312	protein_coding	UBTF	59.52	192	164
ENSG00000108344	protein_coding	PSMD3	49.73	207	177
ENSG00000108381	protein_coding	ASPA	41.06	153	74
ENSG00000108387	protein_coding	SEPTIN4	51.95	1099	251
ENSG00000108395	protein_coding	TRIM37	39.71	503	330
ENSG00000108424	protein_coding	KPNB1	43.15	209	172
ENSG00000108439	protein_coding	PNPO	50.7	214	171
ENSG00000108443	protein_coding	RPS6KB1	41.68	273	220
ENSG00000108468	protein_coding	CBX1	45.92	307	233
ENSG00000108509	protein_coding	CAMTA2	54.01	268	209
ENSG00000108518	protein_coding	PFN1	57.98	1715	643
ENSG00000108523	protein_coding	RNF167	52.54	277	209
ENSG00000108528	protein_coding	SLC25A11	58.89	469	321
ENSG00000108561	protein_coding	C1QBP	46.67	377	265
ENSG00000108578	protein_coding	BLMH	40.18	303	241
ENSG00000108588	protein_coding	CCDC47	42.02	280	228
ENSG00000108590	protein_coding	MED31	40.22	165	141
ENSG00000108654	protein_coding	DDX5	43.85	773	453
ENSG00000108666	protein_coding	C17orf75	44.91	133	109
ENSG00000108669	protein_coding	CYTH1	45.26	191	147
ENSG00000108671	protein_coding	PSMD11	43.02	333	262
ENSG00000108684	protein_coding	ASIC2	44.41	181	155
ENSG00000108774	protein_coding	RAB5C	49.38	442	312
ENSG00000108797	protein_coding	CNTNAP1	54.7	244	184
ENSG00000108819	protein_coding	PPP1R9B	59.42	275	221
ENSG00000108826	protein_coding	MRPL27	47.13	671	406
ENSG00000108829	protein_coding	LRRC59	47.63	275	201
ENSG00000108830	protein_coding	RND2	53.84	201	167
ENSG00000108840	protein_coding	HDAC5	55.66	262	218
ENSG00000108848	protein_coding	LUC7L3	39.65	666	418
ENSG00000108861	protein_coding	DUSP3	50.9	314	239
ENSG00000108924	protein_coding	HLF	43.3	323	233
ENSG00000108946	protein_coding	PRKAR1A	41.97	974	508
ENSG00000108947	protein_coding	EFNB3	58.11	395	190
ENSG00000108953	protein_coding	YWHAE	44.73	2608	767
ENSG00000108960	protein_coding	MMD	40.95	295	225
